article No. 	 Luhn Rouge1 	 Luhn Rouge2 	 TextRank-Word_count Rouge1 	 TextRank-Word_count Rouge2 	 TextRank-word2vec Rouge1 	 TextRank-word2vec Rouge2
54	0.395833333333	0.135593220339	0.270833333333	0.0508474576271	0.583333333333	0.28813559322
55	0.54	0.372881355932	0.54	0.35593220339	0.28	0.0338983050847
56	0.30612244898	0.0338983050847	0.591836734694	0.35593220339	0.367346938776	0.0508474576271
57	0.54347826087	0.122807017544	0.478260869565	0.0701754385965	0.586956521739	0.19298245614
58	0.5	0.0862068965517	0.407407407407	0.103448275862	0.685185185185	0.465517241379
59	0.24	0.0	0.28	0.0350877192982	0.3	0.0526315789474
60	0.274509803922	0.0508474576271	0.313725490196	0.0	0.313725490196	0.0338983050847
61	0.489361702128	0.25	0.446808510638	0.178571428571	0.489361702128	0.25
62	0.5625	0.423728813559	0.520833333333	0.305084745763	0.833333333333	0.677966101695
63	0.42	0.0847457627119	0.52	0.271186440678	0.42	0.271186440678
64	0.436363636364	0.152542372881	0.309090909091	0.135593220339	0.345454545455	0.118644067797
65	0.178571428571	0.05	0.196428571429	0.0333333333333	0.232142857143	0.0166666666667
66	0.36170212766	0.0862068965517	0.446808510638	0.137931034483	0.489361702128	0.241379310345
67	0.52	0.259259259259	0.34	0.148148148148	0.86	0.685185185185
68	0.348837209302	0.145833333333	0.325581395349	0.125	0.604651162791	0.229166666667
69	0.148936170213	0.0	0.191489361702	0.0	0.489361702128	0.275862068966
70	0.387755102041	0.116666666667	0.265306122449	0.0833333333333	0.428571428571	0.15
71	0.43137254902	0.0526315789474	0.392156862745	0.0526315789474	0.333333333333	0.0175438596491
72	0.346153846154	0.0508474576271	0.269230769231	0.0169491525424	0.269230769231	0.0508474576271
73	0.279069767442	0.0392156862745	0.651162790698	0.333333333333	0.511627906977	0.274509803922
74	0.22	0.0169491525424	0.36	0.101694915254	0.38	0.186440677966
75	0.404255319149	0.1	0.212765957447	0.0166666666667	0.404255319149	0.1
76	0.304347826087	0.0892857142857	0.282608695652	0.107142857143	0.391304347826	0.178571428571
77	0.644444444444	0.301886792453	0.666666666667	0.301886792453	0.644444444444	0.283018867925
78	0.4	0.28813559322	0.04	0.0	0.04	0.0
79	0.666666666667	0.518518518519	0.642857142857	0.37037037037	0.666666666667	0.518518518519
80	0.382978723404	0.133333333333	0.276595744681	0.0333333333333	0.659574468085	0.483333333333
81	0.490196078431	0.263157894737	0.43137254902	0.19298245614	0.372549019608	0.140350877193
82	0.261904761905	0.0740740740741	0.357142857143	0.111111111111	0.285714285714	0.0555555555556

84	0.545454545455	0.316666666667	0.6	0.316666666667	0.545454545455	0.35
85	0.705882352941	0.245614035088	0.607843137255	0.19298245614	0.686274509804	0.210526315789
86	0.458333333333	0.0535714285714	0.4375	0.0178571428571	0.354166666667	0.0357142857143
87	0.30612244898	0.101694915254	0.34693877551	0.101694915254	0.30612244898	0.101694915254
88	0.686274509804	0.305084745763	0.725490196078	0.338983050847	0.588235294118	0.254237288136
89	0.372549019608	0.0833333333333	0.333333333333	0.0833333333333	0.509803921569	0.183333333333
90	0.347826086957	0.19298245614	0.0652173913043	0.0	0.0652173913043	0.0
91	0.265306122449	0.0333333333333	0.285714285714	0.05	0.489795918367	0.15
92	0.130434782609	0.0175438596491	0.0434782608696	0.0	0.0434782608696	0.0
93	0.446808510638	0.135593220339	0.574468085106	0.186440677966	0.297872340426	0.0508474576271
94	0.42	0.107142857143	0.42	0.107142857143	0.52	0.214285714286
95	0.191489361702	0.0363636363636	0.0425531914894	0.0	0.0425531914894	0.0
96	0.651162790698	0.365384615385	0.767441860465	0.365384615385	0.744186046512	0.365384615385
97	0.568181818182	0.436363636364	0.0454545454545	0.0	0.0454545454545	0.0
98	0.391304347826	0.107142857143	0.304347826087	0.0714285714286	0.239130434783	0.0178571428571
99	0.104166666667	0.0	0.416666666667	0.166666666667	0.270833333333	0.0666666666667
